A0A183	IPI00807623
Q8BQJ6	IPI00453580
Q8BQM4	IPI00399686
Q8BQM7	IPI00282428
Q8BQM8	IPI00469110
Q8BQM9	IPI00279610
Q8BQM9	IPI00551159
Q8BQM9	IPI00874490
Q8BQM9	IPI00881663
Q8BQN5	IPI00223885
Q8BQN6	IPI00323316
Q8BQP8	IPI00223900
Q8BQP9	IPI00817008
Q8BQQ1	IPI00403708
Q8BQQ1	IPI00656220
Q8BQR4	IPI00223939
Q8BQR4	IPI00828455
Q8BQR4	IPI00828719
Q8BQS4	IPI00944041
Q8BQS5	IPI00132304
Q8BQS5	IPI00395202
Q8BQT2	IPI00223995
Q8BQT2	IPI00968371
Q8BQU3	IPI00224019
Q8BQU6	IPI00224027
Q8BQU7	IPI00224031
Q8BQX5	IPI00109358
Q8BQX5	IPI00867849
Q8BQY8	IPI00119322
Q8BQY8	IPI00460114
Q8BQY8	IPI00742319
Q8BQZ4	IPI00409923
Q8BQZ4	IPI00663802
Q8BQZ5	IPI00309761
Q8BQZ5	IPI00380450
Q8BQZ5	IPI01027761
Q8BQZ8	IPI00224145
Q8BR07	IPI00262094
Q8BR07	IPI00338821
Q8BR07	IPI00338822
Q8BR07	IPI00338823
Q8BR21	IPI00223965
Q8BR26	IPI00223980
Q8BR26	IPI00465530
Q8BR26	IPI01023256
Q8BR27	IPI00469593
Q8BR27	IPI00882068
Q8BR37	IPI00224007
Q8BR63	IPI00224068
Q8BR65	IPI00408803
Q8BR70	IPI00225621
Q8BR76	IPI00309741
Q8BR76	IPI00457511
Q8BR86	IPI00224121
Q8BR86	IPI00329863
Q8BR86	IPI00459451
Q8BR86	IPI00474794
Q8BR90	IPI00395060
Q8BR90	IPI00896032
Q8BR92	IPI00648755
Q8BR93	IPI00453562
Q8BR93	IPI00473454
Q8BR93	IPI00816924
Q8BRB7	IPI00123569
Q8BRB7	IPI00457388
Q8BRB7	IPI00608081
Q8BRB7	IPI00667176
Q8BRC6	IPI00460756
Q8BRC6	IPI00856641
Q8BRE0	IPI00134158
Q8BRF7	IPI00224219
Q8BRF7	IPI00457667
Q8BRF7	IPI00457668
Q8BRG6	IPI00420660
Q8BRG8	IPI00224351
Q8BRG8	IPI00228983
Q8BRG8	IPI00876108
Q8BRH0	IPI00224237
Q8BRH0	IPI00762305
Q8BRH3	IPI00224241
Q8BRH3	IPI00831424
Q8BRH4	IPI00620674
Q8BRH4	IPI00623069
Q8BRJ3	IPI00224269
Q8BRJ4	IPI00404450
Q8BRK8	IPI00123445
Q8BRK9	IPI00224294
Q8BRK9	IPI01027188
Q8BRM2	IPI00331052
Q8BRM2	IPI00798597
Q8BRM6	IPI00224315
Q8BRM6	IPI00474768
Q8BRN9	IPI00649691
Q8BRT1	IPI00654284
Q8BRT1	IPI00875254
Q8BRT1	IPI00985608
Q8BRU4	IPI00404552
Q8BRU4	IPI00889798
Q8BRU4	IPI00889826
Q8BRU4	IPI00890289
Q8BRU4	IPI00985546
Q8BRU6	IPI00224463
Q8BRV5	IPI00224491
Q8BRX9	IPI00224548
Q8BS03	IPI00117853
Q8BS35	IPI00348586
Q8BS35	IPI00857208
Q8BS35	IPI00857392
Q8BS39	IPI00754973
Q8BS39	IPI00856900
Q8BS40	IPI00331057
Q8BS45	IPI00224461
Q8BS90	IPI00224563
Q8BS90	IPI00828572
Q8BS95	IPI00136626
Q8BSA9	IPI00224872
Q8BSD4	IPI00310084
Q8BSD5	IPI00224618
Q8BSE0	IPI00399725
Q8BSF4	IPI00310099
Q8BSF5	IPI00224639
Q8BSI6	IPI00664017
Q8BSK8	IPI00453603
Q8BSK8	IPI00556724
Q8BSL4	IPI00224690
Q8BSL7	IPI00135730
Q8BSM5	IPI00310161
Q8BSM7	IPI00662681
Q8BSN3	IPI00224709
Q8BSN3	IPI00874302
Q8BSN3	IPI00885576
Q8BSN5	IPI00458702
Q8BSN5	IPI00648890
Q8BSN5	IPI00857163
Q8BSN9	IPI00272830
Q8BSN9	IPI00762204
Q8BSN9	IPI00844793
Q8BSP2	IPI00403116
Q8BSP2	IPI00625515
Q8BSP2	IPI00856653
Q8BSQ9	IPI00856358
Q8BSQ9	IPI01023209
Q8BSS9	IPI00224775
Q8BST6	IPI00380270
Q8BST6	IPI00380271
Q8BST6	IPI00380272
Q8BSU2	IPI00109708
Q8BSU7	IPI00224815
Q8BSV3	IPI00224830
Q8BSV3	IPI00749937
Q8BSV3	IPI00762343
Q8BSY0	IPI00624896
Q8BSZ2	IPI00123099
Q8BT07	IPI00466518
Q8BT07	IPI00754344
Q8BT14	IPI00130086
Q8BT14	IPI00410929
Q8BT14	IPI00410930
Q8BT18	IPI00108650
Q8BT20	IPI00404721
Q8BT35	IPI00224787
Q8BT42	IPI00271522
Q8BT51	IPI00270720
Q8BT60	IPI00266752
Q8BT88	IPI00112988
Q8BT88	IPI00224908
Q8BTC1	IPI00458869
Q8BTE0	IPI00315560
Q8BTF7	IPI00225019
Q8BTF8	IPI00310432
Q8BTF8	IPI00473187
Q8BTG3	IPI00225028
Q8BTG6	IPI00277833
Q8BTG7	IPI00124154
Q8BTG7	IPI00225031
Q8BTG7	IPI00620325
Q8BTH6	IPI00225047
Q8BTH8	IPI00225049
Q8BTI7	IPI00310471
Q8BTI8	IPI00225062
Q8BTI8	IPI00785240
Q8BTI8	IPI00785384
Q8BTI9	IPI00136110
Q8BTJ4	IPI00225072
Q8BTJ4	IPI00753530
Q8BTK5	IPI00310499
Q8BTK5	IPI00742354
Q8BTM8	IPI00131138
Q8BTM8	IPI00387373
Q8BTM9	IPI00475047
Q8BTM9	IPI00758023
Q8BTM9	IPI00880303
Q8BTM9	IPI00881818
Q8BTN6	IPI00331447
Q8BTP0	IPI00225127
Q8BTP3	IPI00344187
Q8BTQ0	IPI00225141
Q8BTQ0	IPI00471142
Q8BTR5	IPI00225172
Q8BTS4	IPI00225192
Q8BTT6	IPI00225214
Q8BTU1	IPI00310646
Q8BTU1	IPI00652145
Q8BTU7	IPI00881984
Q8BTU7	IPI00896067
Q8BTV1	IPI00225244
Q8BTV2	IPI00225249
Q8BTV2	IPI00720126
Q8BTV2	IPI00720208
Q8BTW3	IPI00466593
Q8BTW8	IPI00109397
Q8BTW9	IPI00467379
Q8BTX9	IPI00225301
Q8BTY1	IPI00331111
Q8BTY2	IPI00225306
Q8BTY2	IPI00986787
Q8BTY8	IPI00225317
Q8BTY8	IPI00420192
Q8BTY8	IPI00420193
Q8BTY8	IPI00420194
Q8BTZ4	IPI00380355
Q8BTZ4	IPI00380356
Q8BTZ5	IPI00225335
Q8BTZ7	IPI00113992
Q8BU00	IPI00225142
Q8BU00	IPI00460020
Q8BU00	IPI00652535
Q8BU03	IPI00469755
Q8BU04	IPI00225151
Q8BU11	IPI00121251
Q8BU14	IPI00134398
Q8BU25	IPI00353529
Q8BU27	IPI00281278
Q8BU27	IPI00890946
Q8BU30	IPI00225201
Q8BU31	IPI00466588
Q8BU33	IPI00225209
Q8BU33	IPI00881209
Q8BU33	IPI00881346
Q8BU40	IPI00225222
Q8BU51	IPI00350504
Q8BU85	IPI00225312
Q8BU88	IPI00225318
Q8BU91	IPI00344298
Q8BUB4	IPI00225372
Q8BUB6	IPI00225374
Q8BUD0	IPI00225392
Q8BUE1	IPI00225405
Q8BUE4	IPI00225407
Q8BUE4	IPI00276157
Q8BUE7	IPI00395071
Q8BUG2	IPI00225429
Q8BUG5	IPI00466457
Q8BUG5	IPI00988891
Q8BUH1	IPI00225442
Q8BUH7	IPI00928580
Q8BUH8	IPI00403228
Q8BUI3	IPI00225459
Q8BUJ9	IPI00226338
Q8BUJ9	IPI00410875
Q8BUK6	IPI00987187
Q8BUL5	IPI00319351
Q8BUL6	IPI00123693
Q8BUL6	IPI00225502
Q8BUM3	IPI00225515
Q8BUM6	IPI00225518
Q8BUM9	IPI00225521
Q8BUM9	IPI00788336
Q8BUN5	IPI00314870
Q8BUP8	IPI00225542
Q8BUR3	IPI00225578
Q8BUR3	IPI00417077
Q8BUR4	IPI00755697
Q8BUR4	IPI00816910
Q8BUR9	IPI00225596
Q8BUV3	IPI00225670
Q8BUV6	IPI00225677
Q8BUV8	IPI00309015
Q8BUX5	IPI00387290
Q8BUY5	IPI00225747
Q8BUY8	IPI00345501
Q8BUY9	IPI00225757
Q8BUZ1	IPI00225763
Q8BUZ3	IPI00225767
Q8BV13	IPI00453769
Q8BV42	IPI00225648
Q8BV49	IPI00225661
Q8BV57	IPI00225681
Q8BV66	IPI00311258
Q8BV79	IPI00848384
Q8BV79	IPI00944738
Q8BV84	IPI00225743
Q8BVA2	IPI00111733
Q8BVA4	IPI00311422
Q8BVA5	IPI00225796
Q8BVA5	IPI00652152
Q8BVA5	IPI00856523
Q8BVA5	IPI00857068
Q8BVC4	IPI00225820
Q8BVC4	IPI00403541
Q8BVD5	IPI00331160
Q8BVD5	IPI00665337
Q8BVD5	IPI00761693
Q8BVD5	IPI00885222
Q8BVD5	IPI00885466
Q8BVD7	IPI00225832
Q8BVE3	IPI00311461
Q8BVE8	IPI00107975
Q8BVE8	IPI00671804
Q8BVE8	IPI00762411
Q8BVE8	IPI00902751
Q8BVF2	IPI00311476
Q8BVF4	IPI00112934
Q8BVF4	IPI00405284
Q8BVF4	IPI00895307
Q8BVF7	IPI00127012
Q8BVF7	IPI00896585
Q8BVF9	IPI00225854
Q8BVG4	IPI00462461
Q8BVG4	IPI00606731
Q8BVG5	IPI00225862
Q8BVG5	IPI00459092
Q8BVG8	IPI00225865
Q8BVH9	IPI00112887
Q8BVH9	IPI00119137
Q8BVH9	IPI00381353
Q8BVI4	IPI00459279
Q8BVI5	IPI00621076
Q8BVK9	IPI00377843
Q8BVL3	IPI00230486
Q8BVL9	IPI00311598
Q8BVM2	IPI00225922
Q8BVM4	IPI00172972
Q8BVM7	IPI00225927
Q8BVM9	IPI00225928
Q8BVN0	IPI00225930
Q8BVN3	IPI00225935
Q8BVN4	IPI00225936
Q8BVN7	IPI00225939
Q8BVN7	IPI00886315
Q8BVN8	IPI00225940
Q8BVN9	IPI00225942
Q8BVP1	IPI00225944
Q8BVP5	IPI00405343
Q8BVP6	IPI00225951
Q8BVQ5	IPI00415908
Q8BVR0	IPI00225976
Q8BVR6	IPI00223590
Q8BVR6	IPI00654218
Q8BVR6	IPI00828718
Q8BVT6	IPI00226042
Q8BVU0	IPI00343346
Q8BVU5	IPI00405390
Q8BVV7	IPI00345970
Q8BVW0	IPI00221668
Q8BVW0	IPI00623483
Q8BVW3	IPI00462802
Q8BVW3	IPI00480318
Q8BVW3	IPI00480465
Q8BVZ1	IPI00226181
Q8BVZ1	IPI00896019
Q8BVZ5	IPI00116304
Q8BW00	IPI00225955
Q8BW10	IPI00225974
Q8BW11	IPI00225978
Q8BW22	IPI00387517
Q8BW41	IPI00331178
Q8BW41	IPI00785452
Q8BW49	IPI00261383
Q8BW56	IPI00226094
Q8BW56	IPI00651834
Q8BW56	IPI00758371
Q8BW66	IPI00226116
Q8BW70	IPI00226313
Q8BW72	IPI00169645
Q8BW72	IPI00648673
Q8BW74	IPI00226138
Q8BW75	IPI00226140
Q8BW86	IPI00378268
Q8BW86	IPI00968923
Q8BW88	IPI00227244
Q8BW88	IPI00885327
Q8BW88	IPI00885601
Q8BW88	IPI00885698
Q8BW93	IPI00226183
Q8BW94	IPI00406571
Q8BW94	IPI00880351
Q8BW94	IPI00885678
Q8BW96	IPI00226188
Q8BW96	IPI00403595
Q8BW96	IPI00480395
Q8BWA5	IPI00226212
Q8BWA8	IPI00226216
Q8BWB1	IPI00226219
Q8BWB6	IPI00226224
Q8BWC0	IPI00226229
Q8BWC0	IPI00828406
Q8BWC0	IPI00828561
Q8BWD2	IPI00226245
Q8BWD8	IPI00226248
Q8BWF0	IPI00273164
Q8BWF2	IPI00226257
Q8BWG4	IPI00226270
Q8BWG8	IPI00274186
Q8BWG8	IPI00761566
Q8BWG9	IPI00226276
Q8BWH0	IPI00395204
Q8BWJ3	IPI00274516
Q8BWJ4	IPI00408891
Q8BWL5	IPI00346515
Q8BWL5	IPI00474248
Q8BWL5	IPI00828372
Q8BWL5	IPI00828512
Q8BWL5	IPI00828705
Q8BWL5	IPI00828757
Q8BWM0	IPI00312174
Q8BWN8	IPI00308769
Q8BWP5	IPI00226356
Q8BWP8	IPI00226360
Q8BWP8	IPI00457635
Q8BWQ1	IPI00471231
Q8BWQ4	IPI00331208
Q8BWQ5	IPI00756117
Q8BWQ6	IPI00135151
Q8BWQ6	IPI00330756
Q8BWQ6	IPI00989838
Q8BWR2	IPI00309077
Q8BWR2	IPI00845712
Q8BWR4	IPI00761550
Q8BWR4	IPI00816992
Q8BWR4	IPI00817031
Q8BWR4	IPI00817048
Q8BWR8	IPI00119916
Q8BWS5	IPI00226416
Q8BWT1	IPI00226430
Q8BWT5	IPI00830804
Q8BWU1	IPI00226455
Q8BWU3	IPI00226460
Q8BWU5	IPI00117056
Q8BWU8	IPI00406756
Q8BWW4	IPI00828620
Q8BWW9	IPI00312414
Q8BWW9	IPI00480537
Q8BWY2	IPI00403707
Q8BWY3	IPI00312468
Q8BWY4	IPI00275009
Q8BWY7	IPI00169551
Q8BWY7	IPI00318761
Q8BWY7	IPI00648437
Q8BWY9	IPI00226564
Q8BWZ3	IPI00226576
Q8BWZ3	IPI00853658
Q8BX02	IPI00330497
Q8BX02	IPI00761961
Q8BX05	IPI00475236
Q8BX05	IPI00876178
Q8BX05	IPI00889245
Q8BX07	IPI00226378
Q8BX09	IPI00226384
Q8BX09	IPI00955092
Q8BX10	IPI00226387
Q8BX10	IPI00848970
Q8BX13	IPI00312263
Q8BX17	IPI00226397
Q8BX22	IPI00474168
Q8BX22	IPI00475164
Q8BX22	IPI00761180
Q8BX32	IPI00226433
Q8BX32	IPI00556913
Q8BX35	IPI00312323
Q8BX37	IPI00226445
Q8BX43	IPI00310661
Q8BX46	IPI00226468
Q8BX46	IPI00608100
Q8BX51	IPI00226479
Q8BX51	IPI00759995
Q8BX57	IPI00127934
Q8BX57	IPI00648346
Q8BX57	IPI00656261
Q8BX65	IPI00653234
Q8BX65	IPI00762844
Q8BX70	IPI00551411
Q8BX70	IPI00661059
Q8BX70	IPI00761666
Q8BX79	IPI00226539
Q8BX80	IPI00226541
Q8BX80	IPI00890299
Q8BX90	IPI00356888
Q8BX94	IPI00312501
Q8BXA0	IPI00226604
Q8BXA0	IPI00227586
Q8BXA1	IPI00269029
Q8BXA5	IPI00226609
Q8BXA6	IPI00226610
Q8BXA7	IPI00890064
Q8BXB6	IPI00465991
Q8BXC6	IPI00308593
Q8BXF8	IPI00226663
Q8BXG3	IPI00312710
Q8BXG3	IPI00856684
Q8BXJ2	IPI00226701
Q8BXJ2	IPI00420739
Q8BXJ2	IPI00467947
Q8BXJ2	IPI00649365
Q8BXJ8	IPI00226712
Q8BXJ8	IPI00655184
Q8BXJ9	IPI00226714
Q8BXK4	IPI00854917
Q8BXK8	IPI00226729
Q8BXK9	IPI00226730
Q8BXL7	IPI00312811
Q8BXL9	IPI00226745
Q8BXL9	IPI00742423
Q8BXL9	IPI00885688
Q8BXL9	IPI00885752
Q8BXL9	IPI00885836
Q8BXL9	IPI00885898
Q8BXN7	IPI00226766
Q8BXN9	IPI00279051
Q8BXN9	IPI00625262
Q8BXN9	IPI00626341
Q8BXP5	IPI00403690
Q8BXP5	IPI00989604
Q8BXQ2	IPI00226790
Q8BXQ3	IPI00226792
Q8BXQ6	IPI00553577
Q8BXQ6	IPI00554916
Q8BXQ6	IPI01023078
Q8BXQ8	IPI00226801
Q8BXR1	IPI00226807
Q8BXR5	IPI00660906
Q8BXR5	IPI00742341
Q8BXR6	IPI00312924
Q8BXR9	IPI00226821
Q8BXR9	IPI00411121
Q8BXS7	IPI00226836
Q8BXT1	IPI00399848
Q8BXT9	IPI00405766
Q8BXV2	IPI00226771
Q8BXX2	IPI00226931
Q8BXX2	IPI00407721
Q8BXX2	IPI00656279
Q8BXX9	IPI00226944
Q8BXX9	IPI00459304
Q8BXZ0	IPI00405832
Q8BXZ1	IPI00453798
Q8BY02	IPI00400329
Q8BY35	IPI00408513
Q8BY35	IPI00474481
Q8BY46	IPI00226875
Q8BY71	IPI00226930
Q8BY79	IPI00226945
Q8BY87	IPI00420143
Q8BY87	IPI00608091
Q8BY89	IPI00169896
Q8BY89	IPI00649186
Q8BY98	IPI00226986
Q8BYA0	IPI00461857
Q8BYB9	IPI00453707
Q8BYC4	IPI00227041
Q8BYC6	IPI00227043
Q8BYF6	IPI00227082
Q8BYG0	IPI00227088
Q8BYG0	IPI00408154
Q8BYG9	IPI00227100
Q8BYG9	IPI00648568
Q8BYH0	IPI00280476
Q8BYH0	IPI00896701
Q8BYH3	IPI00378506
Q8BYH7	IPI00653104
Q8BYH8	IPI00229650
Q8BYH8	IPI00758139
Q8BYI6	IPI00227121
Q8BYI6	IPI00886263
Q8BYI6	IPI00929876
Q8BYI8	IPI00466999
Q8BYI8	IPI00851005
Q8BYI9	IPI00227126
Q8BYI9	IPI00553593
Q8BYJ6	IPI00761281
Q8BYJ6	IPI00874756
Q8BYJ6	IPI00928545
Q8BYJ6	IPI00974689
Q8BYJ6	IPI01007850
Q8BYK4	IPI00227144
Q8BYK5	IPI00338087
Q8BYK5	IPI00395154
Q8BYK5	IPI00395155
Q8BYK5	IPI00395156
Q8BYK6	IPI00227149
Q8BYK6	IPI00465894
Q8BYK6	IPI00742314
Q8BYK8	IPI00108263
Q8BYK8	IPI00761322
Q8BYL4	IPI00396833
Q8BYM5	IPI00227168
Q8BYM7	IPI00227170
Q8BYM8	IPI00896595
Q8BYN3	IPI00227178
Q8BYN5	IPI00227181
Q8BYN5	IPI00969346
Q8BYN5	IPI01007657
Q8BYP3	IPI00227191
Q8BYR1	IPI00828477
Q8BYR1	IPI00914155
Q8BYR2	IPI00408940
Q8BYR5	IPI00227236
Q8BYR5	IPI00403521
Q8BYR5	IPI00404043
Q8BYR5	IPI00473832
Q8BYR5	IPI00626585
Q8BYR5	IPI00678914
Q8BYR5	IPI00679051
Q8BYR8	IPI00227245
Q8BYU6	IPI00421157
Q8BYW1	IPI00353418
Q8BYW1	IPI00663705
Q8BYW1	IPI00760043
Q8BYW9	IPI00227372
Q8BYY4	IPI00111741
Q8BYY4	IPI00341643
Q8BYY4	IPI00459484
Q8BYY9	IPI00227412
Q8BYZ1	IPI00454197
Q8BYZ1	IPI00653923
Q8BYZ7	IPI00420790
Q8BYZ7	IPI00874459
Q8BZ00	IPI00623739
Q8BZ03	IPI00227209
Q8BZ05	IPI00312206
Q8BZ05	IPI00606178
Q8BZ09	IPI00313631
Q8BZ10	IPI00227225
Q8BZ20	IPI00227251
Q8BZ21	IPI00380122
Q8BZ25	IPI00313677
Q8BZ32	IPI00957108
Q8BZ33	IPI00227276
Q8BZ34	IPI00131436
Q8BZ34	IPI00845759
Q8BZ36	IPI00224135
Q8BZ36	IPI00420257
Q8BZ39	IPI00313724
Q8BZ47	IPI00227314
Q8BZ52	IPI00623772
Q8BZ60	IPI00227349
Q8BZ64	IPI00277403
Q8BZ64	IPI00875539
Q8BZ71	IPI00227376
Q8BZ81	IPI00266935
Q8BZ81	IPI00607982
Q8BZ89	IPI00173124
Q8BZ94	IPI00227424
Q8BZ94	IPI00856209
Q8BZ94	IPI00857227
Q8BZ97	IPI00227431
Q8BZ98	IPI00227432
Q8BZ98	IPI00625738
Q8BZA7	IPI00227448
Q8BZA9	IPI00227451
Q8BZB2	IPI00227459
Q8BZB3	IPI00227460
Q8BZB3	IPI00462880
Q8BZE1	IPI00227500
Q8BZF2	IPI00227511
Q8BZF8	IPI00269750
Q8BZG5	IPI00227525
Q8BZG5	IPI00850333
Q8BZH0	IPI00227534
Q8BZH0	IPI00379167
Q8BZH0	IPI00875895
Q8BZH1	IPI00322595
Q8BZH4	IPI00227539
Q8BZI0	IPI00227546
Q8BZI0	IPI00457681
Q8BZI6	IPI00457834
Q8BZJ7	IPI00227567
Q8BZJ7	IPI00648558
Q8BZJ7	IPI00776146
Q8BZJ8	IPI00227568
Q8BZJ8	IPI00890841
Q8BZJ8	IPI00890942
Q8BZJ8	IPI00989410
Q8BZK4	IPI00227576
Q8BZK4	IPI00466619
Q8BZK4	IPI00877258
Q8BZL1	IPI00227589
Q8BZL1	IPI00416833
Q8BZL4	IPI00226624
Q8BZL8	IPI00406211
Q8BZM0	IPI00227600
Q8BZM0	IPI00751291
Q8BZM1	IPI00116713
Q8BZN2	IPI00457660
Q8BZN4	IPI00120164
Q8BZN4	IPI00404044
Q8BZN6	IPI00337028
Q8BZN6	IPI00816904
Q8BZN6	IPI00987153
Q8BZP8	IPI00227643
Q8BZQ2	IPI00227648
Q8BZQ2	IPI00762536
Q8BZQ7	IPI00227654
Q8BZR0	IPI00227660
Q8BZR9	IPI00278062
Q8BZR9	IPI00869379
Q8BZR9	IPI00869441
Q8BZS9	IPI00127679
Q8BZS9	IPI00830523
Q8BZT2	IPI00223967
Q8BZT2	IPI00227686
Q8BZT5	IPI00227690
Q8BZT9	IPI00227696
Q8BZW2	IPI00227725
Q8BZW4	IPI00346436
Q8BZW4	IPI00458817
Q8BZW8	IPI00227730
Q8BZX4	IPI00227738
Q8BZX4	IPI00379480
Q8BZZ3	IPI00227759
Q8C006	IPI00410787
Q8C006	IPI00475406
Q8C008	IPI01008063
Q8C010	IPI00223545
Q8C013	IPI00672306
Q8C015	IPI00225805
Q8C025	IPI00169573
Q8C025	IPI00406012
Q8C025	IPI00480533
Q8C031	IPI00309419
Q8C033	IPI00223579
Q8C033	IPI00474255
Q8C042	IPI00223605
Q8C042	IPI00903384
Q8C042	IPI00903390
Q8C050	IPI00229794
Q8C050	IPI00380392
Q8C052	IPI00223621
Q8C078	IPI00404152
Q8C078	IPI00404236
Q8C078	IPI00457626
Q8C078	IPI00480226
Q8C078	IPI00480493
Q8C079	IPI00223670
Q8C079	IPI00403187
Q8C079	IPI00406150
Q8C079	IPI00607972
Q8C080	IPI00331029
Q8C088	IPI00223688
Q8C088	IPI00886078
Q8C092	IPI00223695
Q8C0C0	IPI00399681
Q8C0C4	IPI00405752
Q8C0C4	IPI00875700
Q8C0C4	IPI00903408
Q8C0C7	IPI00263874
Q8C0D0	IPI00135295
Q8C0D0	IPI00223749
Q8C0D4	IPI00223751
Q8C0D5	IPI00453532
Q8C0D7	IPI00187468
Q8C0D7	IPI00336376
Q8C0D7	IPI00515302
Q8C0D7	IPI00515461
Q8C0D7	IPI00515729
Q8C0D9	IPI00309536
Q8C0D9	IPI00556751
Q8C0E2	IPI00223759
Q8C0E2	IPI00775828
Q8C0E3	IPI00480235
Q8C0E3	IPI00480497
Q8C0F9	IPI00404232
Q8C0G2	IPI00223793
Q8C0I1	IPI00223818
Q8C0I4	IPI00223821
Q8C0J2	IPI00223832
Q8C0J2	IPI00403350
Q8C0J2	IPI00554838
Q8C0J2	IPI00554885
Q8C0J2	IPI01027707
Q8C0J6	IPI00223838
Q8C0K5	IPI00223849
Q8C0K5	IPI00459726
Q8C0L0	IPI00453829
Q8C0L6	IPI00223861
Q8C0L6	IPI00279917
Q8C0L8	IPI00223863
Q8C0L9	IPI00177225
Q8C0L9	IPI00223864
Q8C0L9	IPI00752034
Q8C0M0	IPI00263940
Q8C0M0	IPI00469939
Q8C0M0	IPI00955111
Q8C0M8	IPI00309604
Q8C0M9	IPI00223875
Q8C0N0	IPI00223877
Q8C0N1	IPI00350032
Q8C0N2	IPI00223880
Q8C0P0	IPI00223890
Q8C0P0	IPI00459268
Q8C0P5	IPI00309623
Q8C0P7	IPI00223899
Q8C0Q2	IPI00874357
Q8C0Q3	IPI00223913
Q8C0Q4	IPI00223915
Q8C0Q9	IPI00262882
Q8C0Q9	IPI00331567
Q8C0Q9	IPI00467252
Q8C0R0	IPI00223928
Q8C0R0	IPI00269743
Q8C0R7	IPI00223950
Q8C0R9	IPI00223958
Q8C0S1	IPI00223964
Q8C0S1	IPI00881768
Q8C0S4	IPI00263304
Q8C0S4	IPI00850951
Q8C0T0	IPI00223991
Q8C0T1	IPI00380223
Q8C0T5	IPI00453688
Q8C0T5	IPI00453689
Q8C0T7	IPI00224008
Q8C0T9	IPI00224014
Q8C0T9	IPI00830276
Q8C0V0	IPI00273851
Q8C0V1	IPI00224040
Q8C0V1	IPI00458396
Q8C0V1	IPI00775871
Q8C0V1	IPI00828233
Q8C0V7	IPI00224055
Q8C0V9	IPI00338635
Q8C0V9	IPI00338636
Q8C0V9	IPI00338637
Q8C0W1	IPI00224066
Q8C0X0	IPI00224087
Q8C0X2	IPI00410795
Q8C0X2	IPI00474192
Q8C0X2	IPI00475216
Q8C0X2	IPI00754593
Q8C0X2	IPI00880763
Q8C0X8	IPI00224105
Q8C0Y0	IPI00224111
Q8C0Y0	IPI00877267
Q8C0Y0	IPI00877280
Q8C0Y1	IPI00224113
Q8C0Z1	IPI00410796
Q8C102	IPI00223910
Q8C110	IPI00223927
Q8C115	IPI00223944
Q8C115	IPI00867777
Q8C115	IPI00867808
Q8C119	IPI00330474
Q8C120	IPI00283065
Q8C120	IPI00653897
Q8C120	IPI00845734
Q8C120	IPI00845810
Q8C129	IPI00223987
Q8C131	IPI00989783
Q8C138	IPI00626507
Q8C138	IPI00885546
Q8C142	IPI00454119
Q8C145	IPI00469000
Q8C147	IPI00228136
Q8C147	IPI00475383
Q8C152	IPI00224044
Q8C156	IPI00224053
Q8C159	IPI00224059
Q8C160	IPI00224064
Q8C163	IPI00224069
Q8C165	IPI00224073
Q8C166	IPI00224075
Q8C167	IPI00224078
Q8C167	IPI00652834
Q8C167	IPI00875132
Q8C167	IPI00881277
Q8C170	IPI00675346
Q8C170	IPI00882076
Q8C172	IPI00224091
Q8C176	IPI00658461
Q8C180	IPI00224112
Q8C181	IPI00224114
Q8C181	IPI00225400
Q8C181	IPI00555136
Q8C181	IPI00828659
Q8C186	IPI00224122
Q8C190	IPI00378237
Q8C190	IPI00975171
Q8C196	IPI00111908
Q8C1A3	IPI00272780
Q8C1A5	IPI00322150
Q8C1A9	IPI00224165
Q8C1A9	IPI00857396
Q8C1A9	IPI00858159
Q8C1B1	IPI00831089
Q8C1B1	IPI00885543
Q8C1B2	IPI00453574
Q8C1B7	IPI00420385
Q8C1B7	IPI00454142
Q8C1B7	IPI00454143
Q8C1C1	IPI00224184
Q8C1C8	IPI00111781
Q8C1D8	IPI00224200
Q8C1D8	IPI00674617
Q8C1E1	IPI00309834
Q8C1E7	IPI00224209
Q8C1F4	IPI00309845
Q8C1F5	IPI00653639
Q8C1G4	IPI00224227
Q8C1I6	IPI00224262
Q8C1I6	IPI00453706
Q8C1M2	IPI00309880
Q8C1N8	IPI00453591
Q8C1P2	IPI00224339
Q8C1Q4	IPI00378293
Q8C1Q4	IPI00453628
Q8C1Q6	IPI00381102
Q8C1Q6	IPI00404490
Q8C1Q6	IPI00406100
Q8C1R0	IPI00224371
Q8C1R3	IPI00309908
Q8C1S0	IPI00224399
Q8C1T8	IPI00224443
Q8C1W1	IPI00121761
Q8C1Z7	IPI00224571
Q8C1Z8	IPI00923635
Q8C206	IPI00754705
Q8C208	IPI00269896
Q8C208	IPI00404502
Q8C208	IPI00856143
Q8C208	IPI00857224
Q8C255	IPI00275123
Q8C255	IPI00466472
Q8C255	IPI00742422
Q8C261	IPI00420159
Q8C262	IPI00224512
Q8C263	IPI00387253
Q8C267	IPI00224520
Q8C267	IPI00750958
Q8C2A2	IPI00120951
Q8C2A2	IPI00454154
Q8C2B3	IPI00227380
Q8C2B3	IPI00315371
Q8C2B3	IPI00315372
Q8C2B3	IPI00315373
Q8C2B3	IPI00315375
Q8C2B3	IPI00315376
Q8C2E4	IPI00224628
Q8C2E7	IPI00262980
Q8C2E7	IPI00469768
Q8C2K1	IPI00224680
